incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Fork Fire ,Y,2022-09-13T18:58:46Z,2022-09-07T15:30:00Z,CALFIRE Madera-Mariposa-Merced Unit ,,Madera,"Road 222 and Road 200, North fork",819,100,,"North Fork Rancheria of Mono Indians, PRCI, Madera County Sheriff’s Office, CHP, Madera County Fire, USFS, PG&E, CCADT, Red Cross",-119.50881,37.21945,Wildfire,2497d2b3-31a4-4dc5-a628-2a059036e6c2,https://www.fire.ca.gov/incidents/2022/9/7/fork-fire/,2022-09-13T18:58:36Z,2022-09-13,2022-09-07,N,TRUE,FALSE
Coyote Fire,Y,2022-09-13T19:19:41Z,2022-09-07T14:52:00Z,CAL FIRE Siskiyou Unit,,Siskiyou,"Coyote Ridge, west of Red Rock Lakes, southeast of Dorris",297,100,,,-121.839853,41.8739166,Wildfire,899421c1-661c-44c1-a988-a0fe5043e6bd,https://www.fire.ca.gov/incidents/2022/9/7/coyote-fire/,2022-09-13T19:19:08Z,2022-09-13,2022-09-07,N,TRUE,FALSE
Hill Fire,Y,2022-09-15T16:50:33Z,2022-09-06T07:40:00Z,Unified Command: CAL FIRE Nevada-Yuba-Placer Unit & Tahoe National Forest ,,Placer,Iowa Hill Rd near Forest Hill,11,100,,,-120.816083,39.1252,Wildfire,d90dcd39-baef-4d4c-8774-16a02ca557df,https://www.fire.ca.gov/incidents/2022/9/6/hill-fire/,2022-09-15T16:00:00Z,2022-09-15,2022-09-06,N,TRUE,FALSE
Forward Fire,Y,2022-09-17T07:26:56Z,2022-09-09T14:31:00Z,CAL FIRE Tehama-Glenn Unit,,Tehama,"Manton Ponderosa Way and Digger Creek, in Manton",160,100,,,-121.81822,40.44109,Wildfire,0f669596-90b2-4625-ba6b-f2bd1ab59f3b,https://www.fire.ca.gov/incidents/2022/9/9/forward-fire/,2022-09-17T07:26:46Z,2022-09-17,2022-09-09,N,TRUE,FALSE
Garden Fire,Y,2022-09-19T18:45:12Z,2022-09-17T14:58:32Z,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,"Garden Bar Road and Big Hill Road, Northwest of Auburn",29,100,,,-121.2122,39.9929,Wildfire,4b8ffb4c-e539-4cfa-82a0-2aa148b43ee9,https://www.fire.ca.gov/incidents/2022/9/17/garden-fire/,,,2022-09-17,N,TRUE,FALSE
Dutch Fire,Y,2022-09-19T18:47:46Z,2022-09-13T12:51:00Z,CAL FIRE Nevada-Yuba-Placer Unit ,,Placer,"I-80 & Ridge Rd, Dutch Flat",48,100,,,-120.8266,39.1902,Wildfire,e97ebb75-7d6d-4925-a27b-2bb9daec9fbf,https://www.fire.ca.gov/incidents/2022/9/13/dutch-fire/,,,2022-09-13,N,TRUE,FALSE
Mountain Fire ,Y,2022-09-21T12:25:56Z,2022-09-02T15:48:00Z,CAL FIRE Siskiyou,,Siskiyou,"Gazelle-Callahan Road,  east of Gazelle Mountain , southeast of Gazelle",13440,100,,": Siskiyou County Sheriff's Office, CalOES, US Forest Service, Pacific Power and Light, Bureau of Land Management, Siskiyou County OES, AT&T, CALTRANS, California Department of Corrections and Rehabilitation, CHP, Red Cross, Blue Star Gas, California Department of Transportation, Northern California Fire Cooperative Association, and California Conservation Corps.",-122.627469,41.459009,Wildfire,0f74249b-6f78-4266-b3f0-c61b5626d6af,https://www.fire.ca.gov/incidents/2022/9/2/mountain-fire/,,,2022-09-02,N,TRUE,FALSE
Mill Fire,Y,2022-09-23T16:54:43Z,2022-09-02T12:49:00Z,CAL FIRE Siskiyou Unit ,,Siskiyou,"Woodridge Court and Woodridge Way, City of Weed",3935,100,,"Siskiyou County Sheriff's Office, CalOES, US Forest Service, US Department of Agriculture, Pacific Power and Light, Lake Shastina Community Service District, Bureau of Land Management, City of Weed, Siskiyou County OES, AT&T, CALTRANS, California Department of Corrections and Rehabilitation, CHP, Red Cross, Blue Star Gas, Northern California Fire Cooperative Association, University of California Cooperative Extension, and California Conservation Corps",-122.3852,41.4303,Wildfire,47bfc3f3-04f7-49ab-a901-77770b85a7cc,https://www.fire.ca.gov/incidents/2022/9/2/mill-fire/,2022-09-13T18:45:10Z,2022-09-13,2022-09-02,N,TRUE,FALSE
97 Fire,Y,2022-09-29T07:35:17Z,2022-09-27T08:54:50Z,CAL FIRE Siskiyou Unit ,,Siskiyou,"Quarry Road and Quarry Lance, Lake Shastina ",30,100,,,-122.3414,41.4987,Wildfire,a5373b17-81bc-4a24-a844-148cb5de6b10,https://www.fire.ca.gov/incidents/2022/9/27/97-fire/,,,2022-09-27,N,TRUE,FALSE
Wolf Fire,Y,2022-10-12T08:15:55Z,2021-01-19T11:47:00Z,Kern County Fire Department,,Kern,Hwy 166 along the Wind Wolves Preserve,865,100,,Kern County Fire Department,-119.185309,34.99432,Wildfire,75711186-5792-4c41-9309-48dbac8e667d,https://www.fire.ca.gov/incidents/2021/1/19/wolf-fire/,2021-01-20T07:12:18Z,2021-01-20,2021-01-19,N,TRUE,FALSE
Sargents Fire,Y,2022-10-12T08:21:01Z,2021-05-30T15:10:29Z,CAL FIRE San Benito-Monterey Unit,,Monterey,"Wunpost Rd and Sargeant Canyon Rd, Northeast of Bradley",1118,100,,,-120.854096,35.932852,Wildfire,6cdd3c1b-2ef3-4a77-aef2-82ff170cd227,https://www.fire.ca.gov/incidents/2021/5/30/sargents-fire/,,,2021-05-30,N,TRUE,FALSE
Southern Fire,Y,2022-10-12T08:43:33Z,2021-05-02T00:56:04Z,CAL FIRE San Diego,,San Diego,"14000 Blk Great Southern Overland , Agua Caliente in San Diego County.",5366,100,,,-116.443391,32.987532,Wildfire,89467f5f-2562-47dc-99b6-cb8ec90c3a12,https://www.fire.ca.gov/incidents/2021/5/2/southern-fire/,2021-05-06T06:53:36Z,2021-05-06,2021-05-02,N,TRUE,FALSE
Gunnison Fire,Y,2022-10-12T08:44:05Z,2021-05-08T13:44:53Z,CAL FIRE Butte County Unit,,Butte,Munjar Road and Meridian Road,550,100,Forward Spread stopped,,-121.91936,39.85479,Wildfire,25d0bdd9-c422-459a-bc12-d9cae4843518,https://www.fire.ca.gov/incidents/2021/5/8/gunnison-fire/,2021-05-08T10:13:00Z,2021-05-08,2021-05-08,N,TRUE,FALSE
Intanko Fire,Y,2022-10-12T08:44:33Z,2021-06-08T13:59:00Z,CAL FIRE Nevada-Yuba-Placer Unit,,Yuba,"Intanko Lane and Kapaka Lane, Northeast of Wheatland",939,100,,,-121.333346,39.084872,Wildfire,63d1e4af-4112-4d67-8db0-4dec23b3674f,https://www.fire.ca.gov/incidents/2021/6/8/intanko-fire/,,,2021-06-08,N,TRUE,FALSE
South Fire,Y,2022-10-12T08:45:17Z,2021-08-25T16:11:00Z,San Bernardino National Forest,,San Bernardino,"North of Glen Helen, east of Sierra Ave. and Lytle Creek Rd. west of the 15 Fwy.",680,100,,"San Bernardino National Forest , San Bernardino NF link to Inciweb: ",-117.440263,34.186147,Wildfire,4cfd11fa-b33f-4de6-8d17-bbaa27b2c9cb,https://www.fire.ca.gov/incidents/2021/8/25/south-fire/,2021-09-02T15:25:13Z,2021-09-02,2021-08-25,N,FALSE,FALSE
Alabama Fire,Y,2022-10-12T10:14:56Z,2021-06-18T08:00:00Z,CAL FIRE San Bernardino Unit,,Inyo,"Whitney Portal Road and Hogback Road, Northwest of Lone Pine",560,100,,,-118.20355,36.59717,Wildfire,2947b64d-5835-411b-a603-afcbaf8d53d8,https://www.fire.ca.gov/incidents/2021/6/18/alabama-fire/,2021-06-21T07:17:16Z,2021-06-21,2021-06-18,N,TRUE,FALSE
Success Fire,Y,2022-10-12T10:17:08Z,2021-06-18T08:00:00Z,CAL FIRE Tulare Unit,,Tulare,"Success Valley Road and  Reservation Road, East of Porterville",800,100,,,-118.85799,36.03223,Wildfire,8e8e1a5e-0855-4751-8ad1-70730007657c,https://www.fire.ca.gov/incidents/2021/6/18/success-fire/,2021-06-22T18:00:00Z,2021-06-22,2021-06-18,N,FALSE,FALSE
River Fire,Y,2022-10-12T10:17:50Z,2021-08-04T08:00:00Z,CAL FIRE Nevada-Yuba-Placer Unit,,"Nevada, Placer","Milk Ranch Road and Bear River Campground Road, north of Applegate",2619,100,,"CAL FIRE Nevada-Yuba-Placer Unit, Nevada County OES, Placer County Sheriff, Placer County Evacuation Map, Nevada County Evacuation Map",-121.01468,39.08805,Wildfire,178aba5f-4c67-4830-891d-b8fec84706da,https://www.fire.ca.gov/incidents/2021/8/4/river-fire/,2021-08-13T19:54:07Z,2021-08-13,2021-08-04,N,TRUE,FALSE
Antelope Fire,Y,2022-10-14T08:05:09Z,2021-08-01T11:28:25Z,Klamath National Forest,,Siskiyou,"Antelope Creek and Forest Road 41N28, south of Tennant",145632,100,,Klamath National Forest,-121.9154934,41.5289901,Wildfire,dc3380c7-ff32-4062-a4e8-be99b655f2c6,https://www.fire.ca.gov/incidents/2021/8/1/antelope-fire/,2021-10-15T12:01:36Z,2021-10-15,2021-08-01,N,FALSE,FALSE
Monument Fire,Y,2022-10-14T08:13:30Z,2021-07-30T12:28:00Z,Shasta Trinity National Forest,,Trinity,"Del Loma, CA near Monument Peak",223124,100,,"Shasta Trinity National Forest, Cooperating Agencies: California Highway Patrol, CalTrans, Trinity County Sheriff’s, Trinity County OES, Trinity County Public Utilities District, California Department of Corrections and Rehabilitation, California Conservation Corps, California National Guard, California Governor’s Office of Emergency Services, Hayfork Fire, Weaverville Fire, Junction City Fire, State of Washington, State of Arizona, State of Oklahoma, State of Alaska, State of Wisconsin, State of New Hampshire, State of Kentucky, State of Montana",-123.337,40.752,Wildfire,1d1bb813-5955-438a-a2cd-0e2d46074f1a,https://www.fire.ca.gov/incidents/2021/7/30/monument-fire/,2021-10-26T13:15:01Z,2021-10-26,2021-07-30,N,FALSE,FALSE
Dixie Fire,Y,2022-10-14T08:14:49Z,2021-07-13T17:15:00Z,Lassen National Forest and National Park Service,,"Butte, Plumas, Shasta, Lassen, Tehama","Above the Cresta Dam, Feather River Canyon",963309,100,,"Butte County Sheriff Office , Butte County Sheriff's Office, Plumas County Sheriff's Office, Lassen County Sheriff's Office, Tehama County Sheriff's Office, Shasta County Sheriff's Office, CHP, PG&E, CAL OES, CAL-EMSA, California National Guard, California Conservation Corps, CAL TRANS, Sierra Pacific Industries, W.M. Beaty and Associates, Collins Pine, California Department of Corrections, Burlington Northern Santa Fe Railroad, Union Pacific Railroad",-121.389439,39.871306,Wildfire,00016d5d-1647-49e4-a02a-abf46b8480ae,https://www.fire.ca.gov/incidents/2021/7/13/dixie-fire/,2021-10-25T07:45:46Z,2021-10-25,2021-07-13,N,FALSE,FALSE
River Complex,Y,2022-10-14T08:21:12Z,2021-07-30T18:17:40Z,Klamath National Forest,,"Siskiyou, Trinity","Scott Salmon Ranger District, west of Callahan",199359,100,,Klamath National Forest,-123.057,41.389,Wildfire,9284625d-a9bd-447b-b215-a40fe4a52697,https://www.fire.ca.gov/incidents/2021/7/30/river-complex/,2021-10-26T13:14:31Z,2021-10-26,2021-07-30,N,FALSE,FALSE
Radford Fire,Y,2022-10-14T12:43:10Z,2022-09-06T11:52:15Z,San Bernardino National Forest ,,San Bernardino,North of Highway 38 in the Barton Flats Area,1079,100,,,-116.882,34.177,Wildfire,d78ddcad-57ab-4cc4-8910-6f55da123bc1,https://www.fire.ca.gov/incidents/2022/9/6/radford-fire/,2022-10-07T12:42:48Z,2022-10-07,2022-09-06,N,FALSE,FALSE
Walker Fire,Y,2022-10-21T13:10:00Z,2020-06-16T16:58:00Z,CAL FIRE Tuolumne-Calaveras Unit,,Calaveras,"Walker Trail Road and Hogan Dam Road, North of Copperopolis",1455,100,,"Cooperating Agencies: Calaveras County Sheriffs Office, Altaville-Melones Fire, Calaveras Conlsolidated Fire, Central Calaveras Fire, San Andreas Fire, Copperopolis Fire, Stanislaus County Fire, San Joaquin County Fire, Modesto Fire, Jackson Fire, Linden-Peters Fire, Manteca Fire, Amador Fire, Lathrop Fire, Liberty Fire, Yocha Dehe Fire, UC Davis Fire, West Sacramento Fire, Sacramento Metro Fire, Sacramento City Fire, Consumnes Fire, Folsom Fire, LA County Fire, CAL OES, CA Dept. of Corrections ",-120.72958,38.07741,Wildfire,55a8e286-c088-45dc-8010-5c604dba3b69,https://www.fire.ca.gov/incidents/2020/6/16/walker-fire/,2020-06-20T19:10:00Z,2020-06-20,2020-06-16,N,TRUE,FALSE
Crews Fire,Y,2022-10-21T13:12:20Z,2020-07-05T14:55:49Z,CAL FIRE Santa Clara Unit ,,Santa Clara,"Crews Road and Oak Spring Circle, North of Gilroy",5513,100,,"Cooperating Agencies: Morgan Hill OES/EOC, Santa Clara County Sheriff, CalTrans, California Highway Patrol, CAL OES, PG&E, CALTRANS, CDCR, South County Fire Protection District, County Parks, California State Parks, Santa Clara Department of Public Health, Santa Clara Office of Emergency Management, Santa Clara Road Department, California Fish and Wildlife.",-121.501532,37.034839,Wildfire,304a6ef7-53f6-4d2d-8d11-be431a7d75e8,https://www.fire.ca.gov/incidents/2020/7/5/crews-fire/,2020-07-13T19:06:00Z,2020-07-13,2020-07-05,N,TRUE,FALSE
Creek Fire,Y,2022-10-21T13:15:06Z,2020-08-18T17:58:52Z,CAL FIRE Mendocino Unit,,Mendocino,"Covelo, Highway 162 and Short Creek Rd",820,100,,"Cooperating Agencies: California Department of Corrections, Covelo Fire Department, Leggett Fire Department, Laytonville Fire Department and Mendocino County Sheriffs Office., CAL FIRE Mendocino Unit",-123.2111007,39.8174372,Wildfire,1eadad68-344e-4728-8390-b0d31b96333d,https://www.fire.ca.gov/incidents/2020/8/18/creek-fire/,2020-08-21T21:00:00Z,2020-08-21,2020-08-18,N,TRUE,FALSE
Silverado Fire ,Y,2022-10-21T13:16:51Z,2020-10-26T07:54:50Z,CAL FIRE & Orange County Fire Authority and Orange County Sheriff ,,Orange,Off the 241 in the Irvine area,12466,100,,Orange County Fire Authority,-117.65719,33.73614,Wildfire,a2b27cff-5d89-423a-853e-3a78e63f79ef,https://www.fire.ca.gov/incidents/2020/10/26/silverado-fire/,2020-11-07T07:07:00Z,2020-11-07,2020-10-26,N,TRUE,FALSE
Blue Ridge Fire ,Y,2022-10-21T13:17:57Z,2020-10-26T14:32:41Z,CAL FIRE & Orange County Fire Authority ,,Orange,North of the 91 in the Yorba Linda and Chino Hills area in Orange and San Bernardino Counties,13964,100,,Orange County Fire Authority,-117.675067,33.877257,Wildfire,21b0622c-8b4d-439b-8175-d4ba20507d02,https://www.fire.ca.gov/incidents/2020/10/26/blue-ridge-fire/,2020-11-07T07:06:00Z,2020-11-07,2020-10-26,N,TRUE,FALSE
Amoruso Fire,Y,2022-10-21T13:19:36Z,2020-06-01T15:52:43Z,"Unified command: CAL FIRE, Placer County Fire Department and Placer County Sheriffs Office",,Placer,"Sunset Blvd West and Amoruso Way, southwest of Lincoln",670,100,,,-121.390862,38.824371,Wildfire,a47ae21e-d488-4978-ade9-aeed0db63fa6,https://www.fire.ca.gov/incidents/2020/6/1/amoruso-fire/,,,2020-06-01,N,TRUE,FALSE
Soda Fire,Y,2022-10-21T13:19:53Z,2020-06-10T14:52:42Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Hwy 58 and Soda Lake Rd, California Valley",1680,100,,,-120.00521,35.35146,Wildfire,3e6e0977-3563-442d-8bf3-d87c97b49880,https://www.fire.ca.gov/incidents/2020/6/10/soda-fire/,2020-06-11T20:23:00Z,2020-06-11,2020-06-10,N,TRUE,FALSE
Elizabeth Fire,Y,2022-10-21T13:20:17Z,2020-06-10T13:11:26Z,Ventura County Fire Department,,Ventura,"Elizabeth and Foothill Rd, north of Ventura   ",300,100,Acreage change due to better mapping.,Ventura County Fire Department,-119.17808,34.29475,Wildfire,c3c10b8f-a073-4ca6-bb7f-fdc57cf82b4c,https://www.fire.ca.gov/incidents/2020/6/10/elizabeth-fire/,2020-06-12T07:53:00Z,2020-06-12,2020-06-10,N,FALSE,FALSE
Bitter Fire ,Y,2022-10-21T13:20:38Z,2020-06-16T14:11:55Z,CAL FIRE San Benito-Monterey Unit ,,San Benito,"Highway 25 and Hernandez-Coalinga Road, North of King City",813,100,,,-120.92925,36.3011,Wildfire,2190e4db-2b64-4d98-a5f9-00cc6221eec8,https://www.fire.ca.gov/incidents/2020/6/16/bitter-fire/,2020-06-21T19:27:00Z,2020-06-21,2020-06-16,N,TRUE,FALSE
Rico Fire ,Y,2022-10-21T13:20:52Z,2020-06-22T15:55:55Z,CAL FIRE San Benito-Monterey Unit,,Monterey,"Sargents Canyon Rd and Dead Mans Gulch Rd, southeast of San Ardo",348,100,,,-120.87858,35.9789,Wildfire,cf392ebe-9c69-4a28-b52b-3772c06b493c,https://www.fire.ca.gov/incidents/2020/6/22/rico-fire/,2020-06-23T07:07:00Z,2020-06-23,2020-06-22,N,TRUE,FALSE
Bena Fire,Y,2022-10-21T13:21:06Z,2020-07-01T16:32:50Z,Kern County Fire Department,,Kern,"Bena Road and Caliente Bodfish Road, East of Bakersfield",4000,100,,,-118.702732,35.310132,Wildfire,14042a79-1fd0-4e82-b17d-1b201306de22,https://www.fire.ca.gov/incidents/2020/7/1/bena-fire/,2020-07-03T07:30:00Z,2020-07-03,2020-07-01,N,TRUE,FALSE
Bonadelle Fire,Y,2022-10-21T13:21:26Z,2020-07-02T15:27:03Z,Madera County Fire Department,,Madera,"Avenue 15 and Road 35, Bonadelle",500,100,,,-119.9252132,36.9678542,Wildfire,f969420f-82a1-4edd-b7d3-28672e9d74b3,https://www.fire.ca.gov/incidents/2020/7/2/bonadelle-fire/,2020-07-03T07:33:00Z,2020-07-03,2020-07-02,N,FALSE,FALSE
Park Fire,Y,2022-10-21T13:22:12Z,2020-07-04T07:13:22Z,CAL FIRE Santa Clara Unit ,,Santa Clara,"East Dunne Avenue and Finley Ridge Road, East of Morgan Hill",353,100,,,-121.567505,37.166733,Wildfire,7f3042f1-3e76-4c3e-82c9-a0761c1c8b90,https://www.fire.ca.gov/incidents/2020/7/4/park-fire/,2020-07-06T19:23:00Z,2020-07-06,2020-07-04,N,TRUE,FALSE
Lake Fire,Y,2022-10-21T13:22:31Z,2020-07-05T07:09:01Z,CAL FIRE San Luis Obispo Unit ,,San Luis Obispo,"Hwy 58 and Soda Lake Road, West of McKittrick",583,100,,,-120.00485,35.351065,Wildfire,90f61641-f44c-4180-bb82-9238b1effeb7,https://www.fire.ca.gov/incidents/2020/7/5/lake-fire/,,,2020-07-05,N,TRUE,FALSE
Coyote Fire,Y,2022-10-21T13:22:54Z,2020-07-15T14:04:08Z,CAL FIRE San Benito- Monterey Unit ,,San Benito,"Panoche Road and Coyote Creek, West of Panoche",1485,100,,,-121.04401,36.653,Wildfire,03459423-a538-4952-ba0c-c020face9151,https://www.fire.ca.gov/incidents/2020/7/15/coyote-fire/,2020-07-18T07:36:00Z,2020-07-18,2020-07-15,N,TRUE,FALSE
Platina Fire,Y,2022-10-21T13:23:24Z,2020-07-19T17:05:41Z,CAL FIRE Shasta-Trinity Unit,,Shasta,"Platina Rd and Big Foot Rd, southwest of Redding",333,100,,"Cooperating Agencies: Shasta County Fire Dept., Millville Fire Protection District, Happy Valley Fire Protection District, CDCR, AMR, California National Guard, California Conservation Corps",-122.792645,40.462621,Wildfire,c4d60e70-ee95-41f1-9e6e-4df4bdae3748,https://www.fire.ca.gov/incidents/2020/7/19/platina-fire/,2020-07-27T19:20:00Z,2020-07-27,2020-07-19,N,TRUE,FALSE
Gold Fire,Y,2022-10-21T13:23:42Z,2020-07-20T14:12:25Z,Unified Command: CAL FIRE Lassen-Modoc Unit and BLM Northern CA District,,Lassen,"Highway 139 and County Road A-2, South of Adin",22614,100,,"Cooperating Agencies: California Department of Transportation, Modoc County Sheriff’s Office, California Highway Patrol, Lassen County Public Health, Shasta County Public Health, Surprise Valley Electric, California Conservation Corps, California Department of Corrections and Rehabilitation, Lassen County Office of Emergency Services, Lassen County Department of Public Works, Modoc County Office of Emergency Services, National Weather Service, Bureau of Land Management, Sierra Pacific Industries, CAL FIRE Lassen-Modoc Unit, BLM Northern CA District",-120.923293,41.11037,Wildfire,9d4f56ae-b319-49b0-9a77-10088a2defda,https://www.fire.ca.gov/incidents/2020/7/20/gold-fire/,2020-08-12T19:21:00Z,2020-08-12,2020-07-20,N,TRUE,FALSE
Branch Fire,Y,2022-10-21T13:24:10Z,2020-07-28T14:59:38Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Hwy 58 and Soda Lake Rd, California Valley",3222,100,,,-120.00521,35.35146,Wildfire,b7cf91b3-e441-46c7-8214-a2ce84a21a3d,https://www.fire.ca.gov/incidents/2020/7/28/branch-fire/,2020-08-01T19:45:00Z,2020-08-01,2020-07-28,N,TRUE,FALSE
Clay Fire,Y,2022-10-21T13:29:43Z,2020-07-29T18:05:20Z,CAL FIRE Amador-El Dorado Unit,,Sacramento,Clay Station Road and Momtoma Lane,741,100,,,-121.17197,38.40329,Wildfire,3481e6e5-c6e8-4891-9e65-fdc3147ae579,https://www.fire.ca.gov/incidents/2020/7/29/clay-fire/,2020-07-30T07:27:00Z,2020-07-30,2020-07-29,N,TRUE,FALSE
Pond Fire,Y,2022-10-21T13:30:51Z,2020-08-01T18:44:52Z,Unified Command: United States Forest Service,,San Luis Obispo,"Kata Creek Road and Oak Creek Place, East of Santa Margarita",2005,100,,"CAL FIRE San Luis Obispo Unit , Cooperating Agencies: SLO City Fire, USFS, SLO County Sheriff, Five Cities Fire, Morro Bay Fire, PG&E, CDCR, CCC, CAL OES, Big Bear Fire Dept.",-120.47346,35.43128,Wildfire,5f88019a-39cf-43ff-921f-d5442e47f98d,https://www.fire.ca.gov/incidents/2020/8/1/pond-fire/,2020-08-09T19:17:00Z,2020-08-09,2020-08-01,N,TRUE,FALSE
Pass Fire,Y,2022-10-21T13:31:09Z,2020-08-04T17:18:17Z,CAL FIRE San Luis Obispo Unit ,,San Luis Obispo,"Hwy 41, northeast of Shandon",322,100,,,-120.40457,35.61521,Wildfire,7ece0a57-ab39-4d98-83bd-2a09f32b5242,https://www.fire.ca.gov/incidents/2020/8/4/pass-fire/,2020-08-05T07:19:00Z,2020-08-05,2020-08-04,N,TRUE,FALSE
Whale Fire,Y,2022-10-21T13:31:38Z,2020-08-15T13:21:11Z,CAL FIRE San Luis Obispo,,San Luis Obispo,"Old Creek Road and Sant Rita Road, north of Cayucos in San Luis Obispo County. ",320,100,,CAL FIRE San Luis Obispo,-120.856731,35.472114,Wildfire,36aa4641-bb29-4b34-baad-e96406b4f702,https://www.fire.ca.gov/incidents/2020/8/15/whale-fire/,2020-08-19T14:50:00Z,2020-08-19,2020-08-15,N,TRUE,FALSE
CZU Lightning Complex (Including Warnella Fire) ,Y,2022-10-21T13:32:14Z,2020-08-16T08:00:00Z,"Unified Command Agencies: Santa Cruz Co. Sheriff’s Office, San Mateo Co. Sheriff’s Office, Felton Fire Protection District, Santa Cruz County Fire Department, San Mateo County Fire Department, Boulder Creek Fire Department, Ben Lomond Fire Protection District",,"Santa Cruz, San Mateo",Various locations across San Mateo and Santa Cruz Counties,86509,100,,"CAL FIRE San Mateo-Santa Cruz Unit, Cooperating Agencies: CAL FIRE - Santa Cruz County Sheriff’s Office, San Mateo’s County Sheriff’s Office, Santa Cruz County Fire Department, San Mateo County Fire Department",-122.22275,37.17162,Wildfire,d19ac7c7-c899-4600-82c9-fe24dc29f3c9,https://www.fire.ca.gov/incidents/2020/8/16/czu-lightning-complex-including-warnella-fire/,2020-09-22T19:53:00Z,2020-09-22,2020-08-16,N,TRUE,FALSE
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) ,Y,2022-10-21T13:33:18Z,2020-08-17T09:12:42Z,CAL FIRE Tehama-Glenn Unit,,"Tehama, Glenn",Southwest of Red Bank Rd,19609,100,Acreage decreased due to Elkhorn and Hopkins Fires are no longer being accounted for in this Complex. UPDATE 09/10/2020,"Cooperating Agencies: Glenn County Sheriff's Office, Tehama County Sheriff's Office, CA Conservation Corps, CA State Parks, CA Dept. of Water Resources, Glenn County Public Health, Tehama County Public Health, CA Highway Patrol, Sierra Pacific Industries, PG&E, Ca Dept. of Corrections and Rehabilitation, BLM, CAL OES, Glenn County OES, Tehama County OES, Shasta Trinity National Forest ",-122.4393,40.09571,Wildfire,f6aba342-3b28-460b-a88a-96ccbdcb3c14,https://www.fire.ca.gov/incidents/2020/8/17/butte-tehama-glenn-lightning-complex-tehama-glenn-zone/,2020-10-09T15:20:00Z,2020-10-09,2020-08-17,N,TRUE,FALSE
"LNU Lightning Complex (includes Hennessey, Gamble, 15-10, Spanish, Markley, 13-4, 11-16, Walbridge)",Y,2022-10-21T13:33:45Z,2020-08-17T08:00:00Z,CAL FIRE Sonoma-Lake-Napa Unit ,,"Napa, Solano, Sonoma, Lake, Yolo",See details below,363220,100,,,-122.14864,38.48193,Wildfire,9645c55f-2b11-40ab-9ae7-df424d685a2d,https://www.fire.ca.gov/incidents/2020/8/17/lnu-lightning-complex-includes-hennessey-gamble-15-10-spanish-markley-13-4-11-16-walbridge/,2020-10-02T10:38:00Z,2020-10-02,2020-08-17,N,TRUE,FALSE
Jones Fire,Y,2022-10-21T13:34:27Z,2020-08-17T08:00:32Z,Unified Command: CAL FIRE Nevada-Yuba-Placer Unit and Nevada County Consolidated Fire Protection District,,Nevada,"Jones Bar Rd, Yuba River Drainage, northwest of Nevada City",705,100,,"CAL FIRE Nevada-Yuba-Placer Unit, Nevada County Consolidated Fire Protection District",-121.100352,39.29241,Wildfire,a7b2fc4a-18ce-4a89-b192-24c1389c014c,https://www.fire.ca.gov/incidents/2020/8/17/jones-fire/,2020-08-28T16:19:00Z,2020-08-28,2020-08-17,N,TRUE,FALSE
Carmel Fire,Y,2022-10-21T13:35:37Z,2020-08-18T14:24:01Z,CAL FIRE San Benito-Monterey Unit ,,Monterey,"Cachagua Rd and Carmel Valley Rd, South of Carmel",6901,100,,"CAL FIRE San Benito-Monterey Unit, Cooperating Agencies: California Office of Emergency Services, Monterey County Sheriff, California Highway Patrol, Monterey County Office of Emergency Services, California Department of Corrections and Rehabilitation, Red Cross, Monterey County Sheriff",-121.68181,36.4463,Wildfire,06f4e066-b0d2-4af9-91a3-518aef4d0197,https://www.fire.ca.gov/incidents/2020/8/18/carmel-fire/,,,2020-08-18,N,TRUE,FALSE
Salt Fire,Y,2022-10-21T13:36:15Z,2020-08-18T16:33:32Z,CAL FIRE Tuolumne-Calaveras Unit,,Calaveras,Salt Springs Valley Reservoir,1783,100,,,-120.763258,38.027921,Wildfire,ef9d3424-5838-466e-bb92-ac5dc23be5c5,https://www.fire.ca.gov/incidents/2020/8/18/salt-fire/,,,2020-08-18,N,TRUE,FALSE
Hensley Fire ,Y,2022-10-21T13:36:33Z,2020-08-30T11:11:55Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 400 and Road 406, south of Hensley Lake in Madera County",400,100,,,-119.88673,37.08053,Wildfire,5937fad1-a332-4d92-ba83-c8022173b5ba,https://www.fire.ca.gov/incidents/2020/8/30/hensley-fire/,2020-08-30T19:11:00Z,2020-08-30,2020-08-30,N,TRUE,FALSE
